10000,  40000,  40000,  40000,  40000,  40000,  40000,  01000,  40000,  40000,  00000,  30000,  90200,  90100,  90100,  90100,  90100,  90200,  30000,  00000,  40000,  40000,  01000,  40000,  40000,  40000,  40000,  40000,  40000
10000,  10000,  10000,  10000,  10000,  10000,  30000,  01000,  30000,  30000,  00000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  00000,  30000,  30000,  01000,  30000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  30000,  01000,  30000,  30000,  00100,  00000,  00000,  00000,  00010,  00000,  00000,  00000,  00000,  00100,  30000,  30000,  01000,  30000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  30000,  01000,  30000,  30000,  00000,  40000,  40000,  40000,  30000,  30000,  40000,  40000,  40000,  00000,  30000,  30000,  01000,  30000,  10000,  10000,  10000,  10000,  10000
10000,  40000,  40000,  40000,  40000,  40000,  40000,  01000,  40000,  40000,  00000,  40000,  40000,  40000,  30000,  30000,  40000,  40000,  40000,  00000,  40000,  40000,  01000,  40000,  40000,  40000,  40000,  40000,  40000
10000,  30000,  01200,  01000,  01000,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01200,  30000,  30000,  01200,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01000,  01000,  01200,  30000
10000,  30000,  01000,  40000,  40000,  40000,  40000,  01000,  40000,  40000,  40000,  40000,  40000,  01000,  30000,  30000,  01000,  40000,  40000,  40000,  40000,  40000,  01000,  40000,  40000,  40000,  40000,  01000,  30000
10000,  30000,  01000,  40000,  40000,  40000,  40000,  01000,  40000,  40000,  40000,  40000,  40000,  01000,  30000,  30000,  01000,  40000,  40000,  40000,  40000,  40000,  01000,  40000,  40000,  40000,  40000,  01000,  30000
10000,  30000,  02200,  01000,  01200,  30000,  30000,  01100,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01100,  30000,  30000,  01200,  01000,  02200,  30000
10000,  40000,  40000,  40000,  01000,  30000,  30000,  01000,  30000,  30000,  01000,  40000,  40000,  40000,  30000,  30000,  40000,  40000,  40000,  01000,  30000,  30000,  01000,  30000,  30000,  01000,  40000,  40000,  40000
10000,  40000,  40000,  40000,  01000,  30000,  30000,  01000,  30000,  30000,  01000,  40000,  40000,  40000,  30000,  30000,  40000,  40000,  40000,  01000,  30000,  30000,  01000,  30000,  30000,  01000,  40000,  40000,  40000
10000,  30000,  01200,  01000,  01100,  01000,  01000,  01200,  30000,  30000,  01200,  01000,  01000,  01200,  30000,  30000,  01200,  01000,  01000,  01200,  30000,  30000,  01200,  01000,  01000,  01100,  01000,  01200,  30000
10000,  30000,  01000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  01000,  30000,  30000,  01000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  01000,  30000
10000,  30000,  01005,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  01000,  30000,  30000,  01000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  01004,  30000
10000,  30000,  01200,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01200,  30000
10000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000,  40000
10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000
