10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  00000,  10000,  10000,  00000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  00000,  10000,  10000,  00000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  00100,  00000,  00050,  00100,  00100,  00000,  00100,  00000,  00000,  00100,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  00000,  10000,  10000,  10000,  00000,  10000,  10000,  10000,  10000,  00000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  00000,  10000,  00200,  00000,  00000,  00000,  00200,  00000,  10000,  00000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
21000,  01000,  01000,  01000,  01000,  01000,  01100,  00000,  00000,  00100,  10000,  00100,  00000,  00100,  00000,  00100,  00000,  10000,  00100,  00000,  00000,  01100,  01000,  01000,  01000,  01000,  01000,  21000  
10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  00000,  10000,  00200,  00000,  00020,  00000,  00200,  00000,  10000,  00000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  00000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  00000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  00100,  00000,  00000,  00040,  00010,  00000,  00000,  00030,  00000,  00100,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  00000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  00000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  00000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  00000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  01200,  01000,  01000,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01200,  10000,  10000,  01200,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01000,  01000,  01200,  10000
10000,  01000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  01000,  10000
10000,  01000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  01000,  10000
10000,  02200,  01000,  01200,  10000,  10000,  01100,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01100,  10000,  10000,  01200,  01000,  02200,  10000
10000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  10000
10000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  10000
10000,  01200,  01000,  01100,  01000,  01000,  01200,  10000,  10000,  01200,  01000,  01000,  01200,  10000,  10000,  01200,  01000,  01000,  01200,  10000,  10000,  01200,  01000,  01000,  01100,  01000,  01200,  10000
10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000
10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000,  10000,  01000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  01000,  10000
10000,  01200,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01100,  01000,  01000,  01100,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01000,  01200,  10000
10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000
10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000,  10000
